         6225866 function calls (6187628 primitive calls) in 13.866 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      392    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:962(_get_markerfacecolor)
      686    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:2736(axes)
  311/161    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2377(_invalidate_internal)
      366    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:42(get_hinting_flag)
     1002    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:969(set_foreground)
        1    0.000    0.000    0.001    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\selectors.py:1(<module>)
        9    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3262(_open_core)
        6    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2298(_init)
       42    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:234(_adjust_location)
  712/640    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
     1014    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2123(transform)
        1    0.000    0.000    0.001    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_gtk4.py:1(<module>)
        6    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3822(set_ylim)
       36    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:491(_get_text1_transform)
        2    0.000    0.000    0.001    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:274(clear)
        1    0.000    0.000    0.001    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_gtk3.py:1(<module>)
     5684    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:671(get_style)
        2    0.001    0.001    0.001    0.001 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        2    0.000    0.000    0.001    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:980(p1)
      794    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:1310(_val_or_rc)
       29    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:504(_from_parts)
       68    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:785(_set_tickdown)
     4688    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:767(rotation_point)
      312    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1211(set_markeredgecolor)
      635    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:394(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:1(<module>)
       98    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2322(any)
      312    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1407(set_dash_capstyle)
     5310    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:706(get_file)
       10    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\linalg\linalg.py:492(inv)
       21    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2516(_process_unit_info)
       36    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1017(get_yaxis_text1_transform)
     2552    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
       71    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1171(_set_artist_props)
       16    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageFile.py:175(load)
        9    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageFile.py:108(__init__)
       36    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:494(_get_text2_transform)
      108    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2421(all)
       62    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:470(cleaned)
        1    0.001    0.001    0.001    0.001 c:\Users\arthu\Desktop\SistemasInteligentes-Trab1V2\simulated_annealing.py:273(<listcomp>)
     5684    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:677(get_variant)
       22    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:539(_get_data_path)
       29    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:484(_parse_args)
     5684    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:692(get_stretch)
     5684    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:683(get_weight)
      964    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:284(get_rotation)
     1373    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:1851(_str_equal)
       36    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1043(get_yaxis_text2_transform)
        7    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:753(_recolor_icon)
      310    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\bezier.py:203(<listcomp>)
     3308    0.001    0.000    0.001    0.000 {built-in method math.sin}
      310    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\bezier.py:283(axis_aligned_extrema)
      312    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1065(set_drawstyle)
       65    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:392(cached)
        1    0.000    0.000    0.001    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\simpledialog.py:1(<module>)
      247    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1214(set_rotation)
      241    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:736(set_style)
       62    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:858(update_from_path)
     6119    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1809(get_affine)
      744    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1355(_iter_break_from_left_to_right)
        4    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:907(<listcomp>)
        9    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:704(_open)
     5308    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:864(get_math_fontfamily)
        1    0.000    0.000    0.001    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\JpegImagePlugin.py:1(<module>)
      111    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1084(__init__)
       22    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:868(__new__)
       62    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:219(vstack)
      677    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:385(<listcomp>)
      376    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1107(_expand_aliases)
     5076    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
        3    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_axes.py:104(set_title)
      312    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1231(set_markerfacecoloralt)
       36    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
      418    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:989(set_joinstyle)
      241    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:749(set_variant)
        1    0.000    0.000    0.001    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageMath.py:1(<module>)
        3    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:785(set_subplotspec)
        3    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3513(set_xbound)
       22    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:215(connect)
      208    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1041(set_fontfamily)
        6    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:379(wrapper)
      708    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\weakref.py:451(get)
     2384    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1758(<lambda>)
        6    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\histograms.py:678(histogram)
       36    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:56(parse_parts)
       18    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1126(_set_position)
      312    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1359(set_dash_joinstyle)
        6    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:144(get_grid_positions)
      369    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\stride_tricks.py:538(<listcomp>)
  712/640    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:215(_get_draw_artists)
       68    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:779(_set_tickup)
       72    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1181(set_position)
      418    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:919(set_capstyle)
     3522    0.001    0.000    0.001    0.000 {built-in method math.radians}
      430    0.001    0.000    0.001    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
      108    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_ufunc_config.py:33(seterr)
      312    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1375(set_solid_joinstyle)
       18    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:239(_get_xy_display)
      312    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1423(set_solid_capstyle)
     3186    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:223(codes)
       12    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1871(apply_aspect)
      669    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2924(_update_cursor)
     3512    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:841(get_visible)
        6    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_axes.py:2214(_convert_dx)
       15    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:229(_connect_picklable)
        7    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:874(convert)
       27    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1700(update_units)
